name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,3,19,Private,2021-05-30-11-33,3,0,3,2,1,1,5,1,4,0,12,,,
AASTHA HOSPITAL,40,1,39,Private,2021-06-01-11-50,8,0,8,2,0,2,10,0,10,0,7,2,2,0
Ace Hospital,20,0,20,Private,2021-05-31-12-09,4,0,4,,,,4,0,4,,,16,0,16
Acharyashree Bhikshu Govt. Hospital,150,11,139,Delhi Government,2021-06-01-11-48,,,,30,7,23,30,7,23,2,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-06-01-10-36,,,,,,,,,,3,0,,,
AIIMS Jhajjar,400,127,273,Central Government,2021-06-01-10-29,,,,100,100,0,100,100,0,0,23,,,
AIIMS Main Delhi,302,86,216,Central Government,2021-06-01-10-06,29,18,11,43,37,6,72,55,17,3,19,72,45,27
"AIIMS, Trauma Delhi",294,205,89,Central Government,2021-06-01-05-41,,,,71,60,11,71,60,11,,,,,
"Akash Healthcare, Dwarka",133,75,58,Private,2021-06-01-10-20,14,14,0,40,40,0,54,54,0,0,17,17,17,0
All India Institute of Ayurveda,47,0,47, ,2021-06-01-10-50,,,,,,,,,,7,0,,,
Alshifa Hospital,50,17,33,Private,2021-06-01-11-20,15,6,9,4,3,1,19,9,10,0,17,,,
Ambedkar Nagar hospital,600,19,581,Delhi Government,2021-06-01-10-52,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-06-01-11-22,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,5,35,Private,2021-06-01-12-01,3,3,0,2,2,0,5,5,0,1,23,,,
"Apex City Hospital, West Vinod Nagar",28,1,27,Private,2021-06-01-12-04,4,2,2,,,,4,2,2,0,5,,,
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-06-01-09-23,,,,3,0,3,3,0,3,1,20,,,
Ardent Ganpati,31,1,30,Private,2021-06-01-12-09,7,1,6,,,,7,1,6,,,,,
ARK Hospital,30,0,30,Private,2021-06-01-12-07,5,0,5,,,,5,0,5,0,6,20,0,20
Arogya Hospital,6,0,6,Private,2021-05-31-11-47,6,0,6,,,,6,0,6,0,23,4,2,2
Arya Hospital,24,0,24,Private,2021-06-01-09-48,10,0,10,,,,10,0,10,4,0,,,
Ashray Medical Centre,12,0,12,Private,2021-05-31-14-16,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-06-01-09-35,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-06-01-09-50,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",60,29,31,Private,2021-06-01-07-33,27,12,15,3,3,0,30,15,15,1,18,,,
"B.M. Gupta Hospital, Uttam Nagar",70,10,60,Private,2021-06-01-10-46,19,6,13,1,1,0,20,7,13,0,10,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-06-01-08-04,,,,,,,,,,2,0,,,
"Bansal Global Hospital, Jahangirpuri",60,2,58,Private,2021-06-01-12-03,9,0,9,1,0,1,10,0,10,0,7,1,0,1
"Bansal Hospital & Research Centre, New Friends Colony",40,1,39,Private,2021-06-01-07-10,8,0,8,2,0,2,10,0,10,,,,,
Bara Hindurao Hospital,250,29,221,Central Government,2021-06-01-10-00,,,,10,2,8,10,2,8,6,14,,,
Base Hospital Delhi Cantt,500,183,317,Central Government,2021-05-27-06-42,,,,50,48,2,50,48,2,2,12,,,
Batra Hospital,300,20,280,Private,2021-06-01-11-28,18,0,18,15,10,5,33,10,23,0,23,12,12,0
"Bensups Hospital, Dwarka",30,2,28,Private,2021-06-01-10-51,12,1,11,3,0,3,15,1,14,0,18,,,
BH SALVAS HOSPITAL,40,30,10,Private,2021-06-01-09-06,7,7,0,1,1,0,8,8,0,0,8,5,5,0
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",81,15,66,Private,2021-06-01-12-07,23,3,20,5,3,2,28,6,22,1,18,,,
"Bhagwan Mahavir Hospital, Madhuban Chowk",40,12,28,Private,2021-06-01-10-55,10,10,0,1,1,0,11,11,0,0,12,,,
"Bhagwati Hospital, Rohini",130,3,127,Private,2021-06-01-09-08,13,1,12,2,0,2,15,1,14,0,7,,,
"Bhatia Global Hospital, Paschim Vihar",36,4,32,Private,2021-06-01-11-28,6,2,4,,,,6,2,4,0,6,,,
Bimla Devi Hospital,27,0,27,Private,2021-06-01-12-07,,,,,,,,,,4,0,3,2,1
"BLK Hospital, Pusa Road",317,54,263,Private,2021-06-01-11-30,64,18,46,11,11,0,75,29,46,2,5,43,43,0
"Brahm Shakti Hospital, Budh Vihar",80,0,80,Private,2021-06-01-11-37,9,0,9,2,0,2,11,0,11,2,12,2,2,0
Burari Hospital,700,55,645,Delhi Government,2021-06-01-10-38,85,25,60,30,30,0,115,55,60,1,8,,,
C M PATEL HOSPITAL,15,0,15,Private,2021-06-01-07-21,,,,,,,,,,2,23,,,
Cantonment General Hospital,27,1,26,Central Government,2021-06-01-10-39,,,,,,,,,,7,0,,,
CAREWELL MEDICAL CENTRE,8,1,7,Private,2021-06-01-12-15,,,,,,,,,,0,12,,,
CBR Hospital,25,10,15,Private,2021-06-01-11-26,3,3,0,,,,3,3,0,1,7,,,
"CD Global Hospital, Najafgarh Road",40,0,40,Private,2021-06-01-09-41,4,0,4,1,0,1,5,0,5,1,17,3,1,2
Central Hospital,31,5,26,Private,2021-06-01-10-11,,,,4,3,1,4,3,1,0,3,4,1,3
Covid care and treatment centre Gurdwara Rakab ganj,400,86,314,Delhi Government,2021-06-01-11-37,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,800,14,786,Delhi Government,2021-05-29-11-02,,,,,,,,,,19,0,,,
"Covid Care Center- Sardar Patel, Chattrpur",596,56,540,Delhi Government,2021-06-01-11-48,,,,,,,,,,2,8,,,
Covid Care Center -CWG AKSHARDHAM,460,20,440,Delhi Government,2021-06-01-09-08,,,,,,,,,,5,23,,,
Cronus Multi speciality Hospital,10,0,10,Private,2021-05-31-23-23,5,0,5,,,,5,0,5,1,4,,,
"Cygnus MLS, Rama Vihar",60,10,50,Private,2021-06-01-12-19,23,7,16,1,1,0,24,8,16,0,3,,,
"Cygnus Sonia Hospital, Nangloi",68,8,60,Private,2021-06-01-11-18,26,2,24,5,3,2,31,5,26,0,17,,,
Deen Dayal Upadhyay hospital,500,149,351,Delhi Government,2021-06-01-11-01,120,34,86,130,77,53,250,111,139,0,15,33,2,31
Deep Chand Bandhu,250,67,183,Delhi Government,2021-06-01-12-01,100,30,70,30,20,10,130,50,80,0,7,,,
Delhi global hospital,14,3,11,Private,2021-06-01-11-37,3,1,2,,,,3,1,2,1,16,3,2,1
Delhi Golden Hospital,15,0,15,Private,2021-06-01-10-33,,,,,,,,,,1,1,,,
"Delhi Heart & Lung Institute, Pachkuian Road",73,43,30,Private,2021-06-01-11-56,22,17,5,5,3,2,27,20,7,1,11,12,12,0
Delhi multi speciality hospital,11,0,11,Private,2021-06-01-09-54,,,,,,,,,,1,15,,,
