name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,1,21,Private,2021-06-12-15-51,3,0,3,2,0,2,5,0,5,0,15,,,
AASTHA HOSPITAL,40,0,40,Private,2021-06-12-23-00,8,0,8,2,0,2,10,0,10,0,7,2,2,0
Ace Hospital,20,0,20,Private,2021-06-12-11-30,4,0,4,,,,4,0,4,,,16,0,16
Acharyashree Bhikshu Govt. Hospital,150,0,150,Delhi Government,2021-06-13-03-14,,,,30,0,30,30,0,30,3,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-06-12-14-13,,,,,,,,,,3,0,,,
AIIMS Jhajjar,400,82,318,Central Government,2021-06-12-19-00,,,,100,82,18,100,82,18,0,23,,,
AIIMS Main Delhi,70,19,51,Central Government,2021-06-12-18-04,14,-19,33,43,37,6,57,18,39,3,9,87,59,28
"AIIMS, Trauma Delhi",294,134,160,Central Government,2021-06-12-16-57,,,,71,47,24,71,47,24,,,,,
"Akash Healthcare, Dwarka",133,9,124,Private,2021-06-12-20-56,14,4,10,40,3,37,54,7,47,0,12,17,17,0
All India Institute of Ayurveda,47,0,47, ,2021-06-12-09-09,,,,,,,,,,7,0,,,
Alshifa Hospital,50,8,42,Private,2021-06-12-09-17,15,3,12,4,0,4,19,3,16,1,22,,,
Ambedkar Nagar hospital,600,3,597,Delhi Government,2021-06-13-04-51,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-06-12-23-49,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,0,40,Private,2021-06-12-20-45,3,0,3,2,0,2,5,0,5,1,23,6,4,2
"Apex City Hospital, West Vinod Nagar",28,28,0,Private,2021-06-12-16-44,4,4,0,,,,4,4,0,0,5,,,
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-06-12-10-03,,,,3,0,3,3,0,3,1,20,,,
Ardent Ganpati,31,0,31,Private,2021-06-12-17-41,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-06-12-00-12,5,0,5,,,,5,0,5,0,6,20,0,20
