name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-05-12-08-43,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-05-12-09-37,,,,1,0,1,2,0,5,2,3,1,0,1
Ace Hospital,6,0,6,Private,2021-05-06-13-10,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-05-12-08-17,,,,,,,6,0,,,,,,
AIIMS Main Delhi,21,8,13,Central Government,2021-05-12-17-33,,,,,,,4,21,108,82,26,,,
"AIIMS, Trauma Delhi",21,0,21,Central Government,2021-05-12-16-38,,,,21,0,21,,,,,,21,0,21
"Akash Healthcare, Dwarka",20,4,16,Private,2021-05-12-19-28,8,4,4,10,4,6,0,16,44,31,13,2,0,2
Alshifa Hospital,18,0,18,Private,2021-05-12-10-08,3,0,3,5,0,5,8,0,11,4,7,2,0,2
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-05-13-04-34,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-05-12-09-22,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-05-12-06-02,3,0,3,3,0,3,1,23,5,2,3,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-05-12-09-39,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-05-12-09-51,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-05-12-10-41,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-05-12-10-42,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",11,0,11,Private,2021-05-13-00-17,2,0,2,3,0,3,0,18,20,20,0,1,0,1
"B.M. Gupta Hospital, Uttam Nagar",10,2,8,Private,2021-05-12-22-48,1,0,1,2,0,2,0,23,16,0,16,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-05-12-10-40,,,,,,,0,7,,,,,,
"Bansal Hospital & Research Centre, New Friends Colony",20,0,20,Private,2021-05-12-06-47,4,0,4,4,0,4,1,0,6,4,2,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-05-12-12-40,,,,14,0,14,8,0,8,6,2,14,0,14
Base Hospital Delhi Cantt,500,5,495,Central Government,2021-05-12-06-36,,,,50,2,48,2,12,,,,50,2,48
Batra Hospital,50,0,50,Private,2021-05-12-09-49,9,0,9,11,0,11,0,23,99,33,66,2,0,2
"Bensups Hospital, Dwarka",25,0,25,Private,2021-05-12-12-42,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-05-12-08-21,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",9,1,8,Private,2021-05-12-18-02,2,0,2,3,0,3,2,15,7,3,4,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",5,0,5,Private,2021-03-31-08-54,1,0,1,1,0,1,0,20,10,0,10,,,
"Bhagwati Hospital, Rohini",10,3,7,Private,2021-05-12-16-31,2,0,2,3,0,3,0,10,17,12,5,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-05-12-13-43,1,0,1,1,0,1,6,12,5,4,1,,,
Bimla Devi Hospital,10,1,9,Private,2021-05-12-08-53,,,,,,,3,0,7,0,7,,,
"BLK Hospital, Pusa Road",47,7,40,Private,2021-05-13-03-37,9,4,5,12,4,8,3,0,106,106,0,3,0,3
"Brahm Shakti Hospital, Budh Vihar",40,0,40,Private,2021-05-12-10-42,4,0,4,5,0,5,2,12,7,5,2,1,0,1
Burari Hospital,600,0,600,Delhi Government,2021-05-12-10-56,70,0,70,100,0,100,7,12,,,,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-05-12-11-17,,,,,,,2,23,,,,,,
