name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-07-26-14-08,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-07-26-09-45,1,0,1,1,0,1,2,0,5,2,3,,,
Ace Hospital,6,0,6,Private,2021-06-02-15-13,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-07-26-11-07,,,,,,,6,0,,,,,,
AIIMS Main Delhi,33,20,13,Central Government,2021-07-26-09-35,,,,,,,4,8,133,102,31,,,
"AIIMS, Trauma Delhi",21,1,20,Central Government,2021-07-27-00-56,,,,21,1,20,,,,,,21,1,20
"Akash Healthcare, Dwarka",20,0,20,Private,2021-07-26-16-19,5,0,5,7,0,7,0,16,44,31,13,2,0,2
Alshifa Hospital,18,0,18,Private,2021-07-26-09-18,3,0,3,5,0,5,11,0,11,2,9,2,0,2
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-07-27-01-30,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-07-26-14-23,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-07-26-09-29,3,0,3,3,0,3,1,23,5,0,5,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-07-26-11-26,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-07-26-10-57,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-07-26-09-54,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-07-26-12-17,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",11,0,11,Private,2021-07-27-00-04,2,0,2,3,0,3,0,18,20,20,0,1,0,1
"B.M. Gupta Hospital, Uttam Nagar",10,2,8,Private,2021-07-26-17-19,1,0,1,2,0,2,0,23,16,0,16,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-07-26-10-08,,,,,,,0,7,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-07-26-09-25,,,,14,0,14,8,0,8,6,2,14,0,14
Base Hospital Delhi Cantt,500,6,494,Central Government,2021-07-26-08-53,,,,50,0,50,2,12,,,,50,0,50
Batra Hospital,50,1,49,Private,2021-07-26-10-17,9,1,8,11,1,10,0,23,99,51,48,2,0,2
"Bensups Hospital, Dwarka",25,0,25,Private,2021-07-26-09-56,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-07-26-08-55,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",9,0,9,Private,2021-07-26-18-03,2,0,2,3,0,3,2,13,7,3,4,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",5,0,5,Private,2021-03-31-08-54,1,0,1,1,0,1,0,20,10,0,10,,,
"Bhagwati Hospital, Rohini",10,2,8,Private,2021-07-26-14-02,2,0,2,3,0,3,0,10,17,14,3,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,1,13,Private,2021-07-26-09-02,1,0,1,1,0,1,6,12,5,0,5,,,
Bimla Devi Hospital,10,0,10,Private,2021-07-26-08-28,,,,,,,2,0,7,0,7,,,
"BLK Hospital, Pusa Road",47,4,43,Private,2021-07-26-11-51,9,1,8,12,1,11,1,0,106,106,0,3,0,3
"Brahm Shakti Hospital, Budh Vihar",31,0,31,Private,2021-07-26-10-22,1,0,1,1,0,1,2,12,3,3,0,,,
Burari Hospital,600,1,599,Delhi Government,2021-07-26-10-04,70,0,70,100,0,100,7,12,,,,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-07-27-01-01,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-07-26-08-43,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,4,0,4,Private,2021-07-27-00-06,,,,2,0,2,0,4,6,6,0,2,0,2
"Cygnus MLS, Rama Vihar",9,0,9,Private,2021-07-26-17-30,1,0,1,1,0,1,75,0,15,7,8,,,
"Cygnus Sonia Hospital, Nangloi",7,0,7,Private,2021-07-26-16-13,,,,1,0,1,0,17,18,14,4,1,0,1
Deen Dayal Upadhyay hospital,50,0,50,Delhi Government,2021-07-26-16-00,,,,,,,5,16,61,61,0,,,
