name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-01-11-10-28,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,19,0,19,Private,2021-01-11-17-23,4,0,4,5,0,5,2,0,5,2,3,1,0,1
Acharyashree Bhikshu Govt. Hospital,150,0,150,Delhi Government,2021-01-11-14-53,,,,30,0,30,12,0,,,,30,0,30
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-01-11-10-11,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
AIIMS Main Delhi,99,40,59,Central Government,2021-01-11-16-43,,,,15,7,8,4,2,93,75,18,15,7,8
"AIIMS, Trauma Delhi",103,85,18,Central Government,2021-01-11-17-04,,,,21,19,2,,,,,,21,19,2
"Akash Healthcare, Dwarka",79,20,59,Private,2021-01-11-16-00,14,10,4,24,10,14,0,16,44,31,13,10,0,10
Alshifa Hospital,18,5,13,Private,2021-01-11-09-31,4,2,2,6,2,4,9,0,11,2,9,2,0,2
Ambedkar Nagar hospital,300,8,292,Delhi Government,2021-01-11-17-17,40,1,39,50,1,49,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-01-11-09-10,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",20,1,19,Private,2021-01-11-08-33,5,1,4,5,1,4,1,23,5,2,3,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-01-11-09-54,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arogya Hospital,8,8,0,Private,2021-01-11-11-40,,,,,,,0,21,4,0,4,,,
Arya Hospital,24,0,24,Private,2021-01-11-09-46,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-01-11-10-19,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-01-11-14-41,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",41,15,26,Private,2021-01-11-07-32,8,3,5,10,4,6,0,20,20,20,0,2,1,1
"B.M. Gupta Hospital, Uttam Nagar",40,6,34,Private,2021-01-11-16-28,2,0,2,3,0,3,0,23,,,,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,3,17,Private,2021-01-11-09-59,,,,,,,0,7,,,,,,
"Bansal Hospital & Research Centre, New Friends Colony",20,0,20,Private,2021-01-11-07-24,4,0,4,4,0,4,1,0,6,4,2,,,
Bara Hindurao Hospital,250,7,243,Central Government,2021-01-11-09-24,,,,14,0,14,3,12,8,5,3,14,0,14
Base Hospital Delhi Cantt,500,220,280,Central Government,2021-01-11-07-09,,,,50,6,44,2,12,,,,50,6,44
Batra Hospital,200,24,176,Private,2021-01-11-10-42,39,7,32,44,7,37,0,23,66,46,20,5,0,5
"Bensups Hospital, Dwarka",20,0,20,Private,2021-01-11-08-49,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,0,22,Private,2021-01-11-12-14,5,0,5,7,0,7,4,20,5,0,5,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",34,7,27,Private,2021-01-11-16-05,3,3,0,4,4,0,2,15,6,6,0,1,1,0
"Bhagwati Hospital, Rohini",40,8,32,Private,2021-01-11-14-46,7,3,4,8,4,4,0,10,10,10,0,1,1,0
"Bhatia Global Hospital, Paschim Vihar",14,1,13,Private,2021-01-11-17-28,1,0,1,1,0,1,6,12,5,2,3,,,
Bimla Devi Hospital,10,1,9,Private,2021-01-11-07-45,,,,,,,4,0,6,0,6,,,
"BLK Hospital, Pusa Road",186,51,135,Private,2021-01-11-17-30,44,18,26,47,18,29,3,0,80,80,0,3,0,3
"Brahm Shakti Hospital, Budh Vihar",40,1,39,Private,2021-01-11-12-14,4,0,4,5,0,5,2,12,7,4,3,1,0,1
Burari Hospital,800,46,754,Delhi Government,2021-01-11-17-31,145,2,143,195,3,192,7,12,,,,50,1,49
C M PATEL HOSPITAL,3,0,3,Private,2021-01-11-11-21,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-01-11-17-04,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,10,6,4,Private,2021-01-11-16-36,2,0,2,4,0,4,0,3,4,4,0,2,0,2
"Cygnus MLS, Rama Vihar",34,5,29,Private,2021-01-11-17-16,8,0,8,9,0,9,15,0,15,6,9,1,0,1
"Cygnus Sonia Hospital, Nangloi",28,4,24,Private,2021-01-11-14-58,7,4,3,8,4,4,0,17,18,12,6,1,0,1
Deen Dayal Upadhyay hospital,150,26,124,Delhi Government,2021-01-11-15-58,50,0,50,100,10,90,3,5,43,43,0,50,10,40
Deep Chand Bandhu,150,34,116,Delhi Government,2021-01-11-16-04,50,0,50,75,0,75,4,15,10,4,6,25,0,25
Delhi global hospital,3,0,3,Private,2021-01-11-06-35,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",42,17,25,Private,2021-01-11-10-59,13,2,11,15,2,13,7,2,24,19,5,2,0,2
Delhi multi speciality hospital,2,0,2,Private,2021-01-11-09-45,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",80,12,68,Private,2021-01-11-16-18,13,5,8,18,5,13,1,8,8,0,8,5,0,5
"Dharamvir Solanki Hospital, Rohini",21,1,20,Private,2021-01-11-10-46,4,1,3,5,1,4,5,23,5,0,5,1,0,1
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",22,5,17,Private,2021-01-11-11-39,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,150,36,114,Delhi Government,2021-01-11-14-35,,,,75,12,63,4,0,24,16,8,75,12,63
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-01-11-10-29,,,,1,0,1,1,0,,,,1,0,1
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",20,0,20,Private,2021-01-11-15-20,,,,,,,1,4,,,,,,
East Delhi Medical Centre Mansarover Park,20,4,16,Private,2021-01-11-11-03,2,0,2,2,0,2,2,20,5,2,3,,,
