name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,25,0,25,Private,2021-07-23-09-37,3,0,3,2,0,2,5,0,5,2,5,,,
AASTHA HOSPITAL,40,0,40,Private,2021-07-23-22-27,8,0,8,2,0,2,10,0,10,,,2,2,0
Ace Hospital,30,0,30,Private,2021-07-23-12-05,4,0,4,,,,4,0,4,,,,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-07-23-20-09,,,,5,0,5,5,0,5,3,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-07-23-09-02,,,,,,,,,,7,0,,,
AIIMS Jhajjar,400,15,385,Central Government,2021-07-23-17-42,,,,100,15,85,100,15,85,0,23,,,
AIIMS Main Delhi,13,0,13,Central Government,2021-07-23-17-39,,,,,,,,,,2,14,92,78,14
"AIIMS, Trauma Delhi",294,35,259,Central Government,2021-07-23-16-32,,,,71,18,53,71,18,53,,,,,
"Akash Healthcare, Dwarka",60,0,60,Private,2021-07-23-17-33,30,0,30,10,0,10,40,0,40,0,16,28,0,28
All India Institute of Ayurveda,47,0,47, ,2021-07-23-12-56,,,,,,,,,,7,0,,,
Alshifa Hospital,20,0,20,Private,2021-07-23-10-26,5,0,5,4,0,4,9,0,9,15,0,10,8,2
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-07-24-04-18,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-07-23-23-36,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,0,40,Private,2021-07-23-13-46,3,0,3,2,0,2,5,0,5,1,23,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-07-23-15-38,4,0,4,,,,4,0,4,1,2,4,0,4
Ardent Ganpati,31,0,31,Private,2021-07-23-17-27,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-07-23-12-39,5,0,5,,,,5,0,5,0,6,,,
Arogya Hospital,6,0,6,Private,2021-07-23-13-16,6,0,6,,,,6,0,6,0,23,4,3,1
Arya Hospital,24,0,24,Private,2021-07-23-10-06,8,0,8,2,0,2,10,0,10,4,0,14,0,14
Ashray Medical Centre,12,0,12,Private,2021-07-23-11-32,2,0,2,,,,2,0,2,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-07-23-11-08,,,,,,,,,,4,0,,,
