name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,25,0,25,Private,2021-07-22-08-32,3,0,3,2,0,2,5,0,5,2,5,,,
AASTHA HOSPITAL,40,0,40,Private,2021-07-22-16-33,8,0,8,2,0,2,10,0,10,,,2,2,0
Ace Hospital,30,0,30,Private,2021-07-22-12-15,4,0,4,,,,4,0,4,,,26,0,26
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-07-22-15-56,,,,5,0,5,5,0,5,3,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-07-22-10-16,,,,,,,,,,7,0,,,
AIIMS Jhajjar,400,16,384,Central Government,2021-07-22-16-58,,,,100,16,84,100,16,84,0,23,,,
AIIMS Main Delhi,13,0,13,Central Government,2021-07-22-16-32,,,,,,,,,,3,9,92,77,15
"AIIMS, Trauma Delhi",294,39,255,Central Government,2021-07-22-16-33,,,,71,18,53,71,18,53,,,,,
"Akash Healthcare, Dwarka",60,0,60,Private,2021-07-22-14-18,30,0,30,10,0,10,40,0,40,0,16,28,0,28
All India Institute of Ayurveda,47,0,47, ,2021-07-22-09-58,,,,,,,,,,7,0,,,
Alshifa Hospital,20,0,20,Private,2021-07-22-11-23,5,0,5,4,0,4,9,0,9,16,0,10,6,4
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-07-22-16-41,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-07-22-16-51,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,0,40,Private,2021-07-22-11-29,3,0,3,2,0,2,5,0,5,1,23,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-07-22-11-36,4,0,4,,,,4,0,4,1,2,,,
Ardent Ganpati,31,0,31,Private,2021-07-22-14-23,7,0,7,,,,7,0,7,,,,,
