name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,1,21,Private,2021-06-09-09-48,3,0,3,2,0,2,5,0,5,0,15,,,
AASTHA HOSPITAL,40,0,40,Private,2021-06-09-22-45,8,0,8,2,0,2,10,0,10,0,7,2,2,0
Ace Hospital,20,0,20,Private,2021-06-09-11-16,4,0,4,,,,4,0,4,,,16,0,16
Acharyashree Bhikshu Govt. Hospital,150,0,150,Delhi Government,2021-06-10-01-37,,,,30,0,30,30,0,30,3,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-06-09-13-16,,,,,,,,,,3,0,,,
AIIMS Jhajjar,400,89,311,Central Government,2021-06-09-17-36,,,,100,89,11,100,89,11,0,23,,,
AIIMS Main Delhi,99,31,68,Central Government,2021-06-09-19-56,14,-8,22,43,37,6,57,29,28,3,12,87,63,24
"AIIMS, Trauma Delhi",294,126,168,Central Government,2021-06-09-16-37,,,,71,39,32,71,39,32,,,,,
"Akash Healthcare, Dwarka",133,25,108,Private,2021-06-09-22-36,14,5,9,40,15,25,54,20,34,0,12,17,17,0
All India Institute of Ayurveda,47,0,47, ,2021-06-09-14-03,,,,,,,,,,7,0,,,
Alshifa Hospital,50,11,39,Private,2021-06-09-17-23,15,2,13,4,0,4,19,2,17,2,19,,,
Ambedkar Nagar hospital,600,5,595,Delhi Government,2021-06-10-05-01,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-06-10-02-43,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,0,40,Private,2021-06-10-03-06,3,0,3,2,0,2,5,0,5,1,23,6,3,3
"Apex City Hospital, West Vinod Nagar",28,28,0,Private,2021-06-09-17-10,4,4,0,,,,4,4,0,0,5,,,
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-06-09-09-07,,,,3,0,3,3,0,3,1,20,,,
Ardent Ganpati,31,0,31,Private,2021-06-09-17-32,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-06-09-08-50,5,0,5,,,,5,0,5,0,6,20,0,20
Arogya Hospital,6,0,6,Private,2021-06-09-11-42,6,0,6,,,,6,0,6,0,23,4,2,2
Arya Hospital,24,1,23,Private,2021-06-09-21-08,8,0,8,2,0,2,10,0,10,4,0,10,0,10
Ashray Medical Centre,12,0,12,Private,2021-06-09-11-40,2,0,2,,,,2,0,2,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-06-09-10-27,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-06-09-09-49,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",50,10,40,Private,2021-06-09-18-14,28,5,23,2,0,2,30,5,25,1,12,,,
"B.M. Gupta Hospital, Uttam Nagar",70,0,70,Private,2021-06-10-02-55,19,0,19,1,0,1,20,0,20,0,23,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-06-08-08-10,,,,,,,,,,,,,,
"Bansal Global Hospital, Jahangirpuri",60,0,60,Private,2021-06-09-08-17,9,0,9,1,0,1,10,0,10,0,7,1,0,1
"Bansal Hospital & Research Centre, New Friends Colony",40,1,39,Private,2021-06-09-07-19,8,0,8,2,0,2,10,0,10,,,,,
Bara Hindurao Hospital,250,15,235,Central Government,2021-06-09-09-45,,,,10,3,7,10,3,7,13,0,,,
Base Hospital Delhi Cantt,500,183,317,Central Government,2021-05-27-06-42,,,,50,48,2,50,48,2,2,12,,,
Batra Hospital,300,4,296,Private,2021-06-09-15-37,18,0,18,15,0,15,33,0,33,0,23,12,12,0
