name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,20,2,Private,2021-05-19-12-50,3,3,0,2,2,0,5,5,0,0,6,,,
AASTHA HOSPITAL,40,20,20,Private,2021-05-19-14-19,8,5,3,2,1,1,10,6,4,0,7,2,1,1
Acharyashree Bhikshu Govt. Hospital,150,37,113,Delhi Government,2021-05-19-13-39,,,,30,14,16,30,14,16,1,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,1,11,Private,2021-05-19-10-43,,,,,,,,,,1,0,,,
AIIMS Jhajjar,400,250,150,Central Government,2021-05-19-10-34,,,,100,100,0,100,100,0,0,23,,,
AIIMS Main Delhi,302,167,135,Central Government,2021-05-19-13-34,29,23,6,43,43,0,72,66,6,0,7,72,40,32
"AIIMS, Trauma Delhi",294,283,11,Central Government,2021-05-19-05-40,,,,71,69,2,71,69,2,,,,,
"Akash Healthcare, Dwarka",200,200,0,Private,2021-05-19-12-46,14,14,0,40,40,0,54,54,0,0,6,17,17,0
Alshifa Hospital,50,46,4,Private,2021-05-19-08-56,16,12,4,3,3,0,19,15,4,1,4,,,
Ambedkar Nagar hospital,450,85,365,Delhi Government,2021-05-19-13-31,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,3,7,Private,2021-05-19-13-58,1,1,0,,,,1,1,0,1,14,,,
"Ansari Hospital, Sagarpur",40,24,16,Private,2021-05-19-13-57,3,3,0,2,2,0,5,5,0,0,23,,,
"Apex City Hospital, West Vinod Nagar",28,9,19,Private,2021-05-19-07-34,4,2,2,,,,4,2,2,0,3,4,2,2
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-05-19-08-39,,,,3,0,3,3,0,3,1,8,,,
Ardent Ganpati,31,3,28,Private,2021-05-19-13-40,7,3,4,,,,7,3,4,,,,,
ARK Hospital,30,3,27,Private,2021-05-19-11-42,5,3,2,,,,5,3,2,0,5,20,0,20
Arogya Hospital,30,18,12,Private,2021-05-19-13-21,10,8,2,,,,10,8,2,0,20,,,
Arya Hospital,24,7,17,Private,2021-05-19-10-01,8,3,5,2,0,2,10,3,7,1,23,,,
Ashray Medical Centre,12,0,12,Private,2021-05-19-11-12,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-05-19-09-35,,,,,,,,,,4,0,,,
Astha Hospital,10,1,9,Private,2021-05-19-10-03,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",118,87,31,Private,2021-05-19-14-24,23,22,1,7,2,5,30,24,6,0,8,,,
"B.M. Gupta Hospital, Uttam Nagar",70,37,33,Private,2021-05-19-13-27,19,19,0,1,1,0,20,20,0,0,8,,,
Balak Ram Hospital,100,0,100,Delhi Government,2021-05-19-08-10,,,,,,,,,,2,0,,,
"Bansal Global Hospital, Jahangirpuri",60,17,43,Private,2021-05-19-08-44,9,4,5,1,0,1,10,4,6,0,7,1,0,1
"Bansal Hospital & Research Centre, New Friends Colony",40,34,6,Private,2021-05-19-07-14,8,6,2,2,2,0,10,8,2,,,,,
Bara Hindurao Hospital,250,165,85,Central Government,2021-05-19-09-53,,,,10,10,0,10,10,0,1,8,,,
Base Hospital Delhi Cantt,500,309,191,Central Government,2021-05-19-07-19,,,,50,47,3,50,47,3,1,12,,,
Batra Hospital,300,163,137,Private,2021-05-19-09-09,18,18,0,20,20,0,38,38,0,0,23,12,12,0
"Bensups Hospital, Dwarka",40,15,25,Private,2021-05-19-13-40,12,8,4,3,3,0,15,11,4,0,15,,,
BH SALVAS HOSPITAL,40,30,10,Private,2021-05-19-08-40,7,7,0,1,1,0,8,8,0,0,8,5,5,0
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",81,69,12,Private,2021-05-19-14-04,23,23,0,5,5,0,28,28,0,0,10,,,
"Bhagwan Mahavir Hospital, Madhuban Chowk",40,31,9,Private,2021-05-19-08-45,10,10,0,1,1,0,11,11,0,0,7,,,
"Bhagwati Hospital, Rohini",130,35,95,Private,2021-05-19-08-54,13,13,0,2,2,0,15,15,0,0,7,,,
"Bhatia Global Hospital, Paschim Vihar",36,20,16,Private,2021-05-19-14-29,6,4,2,,,,6,4,2,0,8,,,
Bimla Devi Hospital,27,3,24,Private,2021-05-19-11-48,,,,,,,,,,3,0,3,2,1
"BLK Hospital, Pusa Road",317,193,124,Private,2021-05-19-11-32,53,53,0,22,22,0,75,75,0,1,4,43,43,0
"Brahm Shakti Hospital, Budh Vihar",80,51,29,Private,2021-05-19-13-39,9,6,3,2,2,0,11,8,3,0,12,,,
Burari Hospital,400,126,274,Delhi Government,2021-05-19-10-08,85,85,0,30,30,0,115,115,0,1,3,,,
C M PATEL HOSPITAL,15,3,12,Private,2021-05-19-08-34,,,,,,,,,,2,23,,,
Cantonment General Hospital,27,5,22,Central Government,2021-05-19-13-44,,,,,,,,,,4,6,,,
CAREWELL MEDICAL CENTRE,8,2,6,Private,2021-05-19-13-36,,,,,,,,,,0,12,,,
CBR Hospital,25,10,15,Private,2021-05-19-12-10,3,3,0,,,,3,3,0,1,7,,,
"CD Global Hospital, Najafgarh Road",40,5,35,Private,2021-05-19-13-32,4,2,2,1,1,0,5,3,2,1,0,3,0,3
Central Hospital,31,24,7,Private,2021-05-19-14-20,5,5,0,3,3,0,8,8,0,0,4,,,
Covid care and treatment centre Gurdwara Rakab ganj,250,75,175,Delhi Government,2021-05-19-14-23,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,800,53,747,Delhi Government,2021-05-19-14-12,,,,,,,,,,18,2,,,
"Covid Care Center- Sardar Patel, Chattrpur",525,198,327,Delhi Government,2021-05-19-13-52,,,,,,,,,,1,18,,,
Covid Care Center -CWG AKSHARDHAM,460,55,405,Delhi Government,2021-05-19-13-21,,,,,,,,,,5,23,,,
Cronus Multi speciality Hospital,18,13,5,Private,2021-05-19-11-02,5,5,0,,,,5,5,0,1,9,,,
"Cygnus MLS, Rama Vihar",60,32,28,Private,2021-05-19-12-42,19,19,0,5,5,0,24,24,0,0,3,,,
"Cygnus Sonia Hospital, Nangloi",68,36,32,Private,2021-05-19-13-07,26,16,10,5,4,1,31,20,11,0,17,8,8,0
Deen Dayal Upadhyay hospital,500,332,168,Delhi Government,2021-05-19-13-13,120,87,33,130,130,0,250,217,33,0,10,33,22,11
Deep Chand Bandhu,250,153,97,Delhi Government,2021-05-19-14-04,95,94,1,25,25,0,120,119,1,0,9,,,
Delhi global hospital,14,2,12,Private,2021-05-19-09-19,,,,,,,,,,1,23,,,
Delhi Golden Hospital,15,0,15,Private,2021-05-19-10-46,,,,,,,,,,1,1,,,
"Delhi Heart & Lung Institute, Pachkuian Road",73,66,7,Private,2021-05-19-11-59,22,21,1,5,5,0,27,26,1,1,10,12,12,0
Delhi multi speciality hospital,11,1,10,Private,2021-05-19-09-07,,,,,,,,,,1,15,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",160,58,102,Private,2021-05-19-11-59,13,13,0,5,5,0,18,18,0,1,0,5,5,0
"Dharamvir Solanki Hospital, Rohini",34,17,17,Private,2021-05-19-09-57,9,8,1,2,2,0,11,10,1,0,7,,,
Divine Multispeciality Hospital and Cancer Centre,35,18,17,Private,2021-05-19-14-12,24,12,12,6,6,0,30,18,12,0,11,,,
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",65,53,12,Private,2021-05-19-10-37,10,10,0,2,2,0,12,12,0,1,10,,,
Dr Baba Saheb Ambedkar Hospital,400,308,92,Delhi Government,2021-05-19-11-31,170,139,31,30,30,0,200,169,31,1,6,,,
Dr Rakesh Multispeciality Hospital,15,10,5,Private,2021-05-19-10-02,5,5,0,1,1,0,6,6,0,1,0,,,
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",36,3,33,Private,2021-05-19-13-38,,,,,,,,,,0,18,,,
East Delhi Medical Centre Mansarover Park,40,20,20,Private,2021-05-19-09-03,10,7,3,,,,10,7,3,0,12,,,
Eden Hospital,16,4,12,Private,2021-05-19-12-31,,,,,,,,,,0,23,,,
Ekansh Hospital,8,2,6,Private,2021-05-19-10-24,,,,,,,,,,,,,,
ESIC Hospital Jhilmil,65,21,44,Central Government,2021-05-19-09-45,,,,5,5,0,5,5,0,3,0,,,
ESIC hospital Okhla,233,114,119,Central Government,2021-05-19-11-37,5,5,0,10,10,0,15,15,0,1,15,,,
"Fortis Escorts Heart Institute, Okhla",112,83,29,Private,2021-05-19-12-03,55,55,0,5,5,0,60,60,0,2,0,16,11,5
"Fortis Hospital, Shalimar Bagh",230,152,78,Private,2021-05-19-09-28,33,33,0,27,27,0,60,60,0,1,23,8,8,0
"Fortis SS Hospital, Vasant Kunj",106,90,16,Private,2021-05-19-13-24,8,8,0,12,12,0,20,20,0,1,23,,,
"Gandhi Nursing Home, Uttam Nagar",80,54,26,Private,2021-05-19-11-27,24,16,8,1,1,0,25,17,8,1,9,8,8,0
"Garg Hospital, Karkardooma",36,11,25,Private,2021-05-19-08-48,4,2,2,,,,4,2,2,0,10,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",70,60,10,Private,2021-05-19-14-22,12,12,0,5,5,0,17,17,0,1,14,8,8,0
"Goyal Hospital, Paschim Vihar",24,12,12,Private,2021-05-19-11-26,7,3,4,,,,7,3,4,0,6,,,
GTB Hospital,1250,491,759,Delhi Government,2021-05-19-14-02,692,354,338,208,128,80,900,482,418,0,10,,,
Gupta Multispecialty Hospital,14,6,8,Private,2021-05-19-11-06,,,,,,,,,,1,0,,,
"Gupta Multispecialty Hospital, Vivek Vihar",40,11,29,Private,2021-05-19-10-02,6,4,2,,,,6,4,2,0,14,,,
GURU NANAK EYE CENTRE ( ANNEXED TO LOK NAYAK HOSPITAL),198,12,186,Delhi Government,2021-05-19-12-51,,,,,,,,,,3,0,,,
"HAHC Hospital, Hamdard Nagar",376,55,321,Private,2021-05-19-13-00,15,15,0,10,10,0,25,25,0,0,12,6,0,6
HANDA NURSING HOME,12,1,11,Private,2021-05-19-10-24,,,,,,,,,,1,23,,,
Hardik Hospital,10,2,8,Private,2021-05-19-10-17,,,,,,,,,,1,4,,,
Highland Care Multispeciality Hospital,30,3,27,Private,2021-05-19-10-00,3,1,2,2,0,2,5,1,4,0,15,,,
Hira’s Multispeciality Hospital,15,1,14,Private,2021-05-19-10-30,,,,,,,,,,0,12,,,
"Holy Family Hospital, Okhla",300,270,30,Private,2021-05-19-09-44,10,10,0,44,44,0,54,54,0,0,6,18,18,0
"IBS Hospital, Lajpat Nagar",39,24,15,Private,2021-05-19-10-47,10,9,1,3,3,0,13,12,1,0,3,,,
